,Brand,Model,Price,Moteur,Energie,Architecture,Cylindrée,Puissance fiscale,Puissance maxi.,Couple maxi.,Boîte à vitesse,Palettes au volant,Conso. ville,Conso. route,Conso. mixte,Emission CO2,Vitesse maxi.,Accélération 0-100 km/h,Catégorie,Carrosserie,Nombre de places,Poids à vide,Longueur,Largeur,Hauteur,Empattement,Volume du réservoir,Volume de coffre,Airbags,ABS,ESP,Antipatinage,Aide au freinage d'urgence,Antidémarrage électronique,Aide au démarrage en côte,Sélecteur de mode de conduite,Détection de fatigue,Système d'alerte de franchissement de ligne,Détecteur d'angle mort,Détecteur de sous-gonflage,Fermeture de portes en roulant,Système d'alarme,Phares antibrouillard,Préparation ISOFIX,Climatisation,Système audio,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Régulateur de vitesse adaptatif,Détecteur de pluie,Allumage auto. des feux,Frein à main électrique,Ecran tactile,Instrumentation de bord digitale,Reconnaissance de panneaux,Affichage Tête-Haute,Aide au stationnement,Caméra de recul,Park Assist Auto.,Commandes au volant,Volant réglable,Vitres électriques,Rétroviseurs électriques,Rétroviseurs rabattables électriquement,Coffre électrique,Démarrage mains libres,Sièges électriques,Sièges électriques avec fonction mémoire,Banquette arrière rabattable 1/3-2/3,Système de navigation GPS,Connexion Internet,Bluetooth,Follow-me home,Jantes aluminium,Volant cuir,Feux de jour,Phares à LED,Vitres sur-teintées,Sellerie,Toit,Barres de toit
672,PEUGEOT,LandTrek,359.900 DH * promo,1.9 Turbo Diesel 150,Diesel,4 cylindres,1.910 cm³,8 cv,150 ch,350 Nm,Manuelle 6 rapports,,- l/100 km,- l/100 km,- l/100 km,- g/km,- km/h,- sec.,Ludospace / Utilitaire,Utilitaire,5,- kg,539 cm,196 cm,- cm,318 cm,- litre,- litre,2,oui,oui,oui,non,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio, USB",non,non,non,non,non,non,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,non,non,non,non,non,non,non,non,non,oui,oui,17 pouces,non,oui,non,non,Tissu,Rigide,non
673,PEUGEOT,LandTrek,379.900 DH * promo,1.9 Turbo Diesel 150,Diesel,4 cylindres,1.910 cm³,8 cv,150 ch,350 Nm,Manuelle 6 rapports,,- l/100 km,- l/100 km,- l/100 km,- g/km,- km/h,- sec.,Ludospace / Utilitaire,Utilitaire,5,- kg,539 cm,196 cm,- cm,318 cm,- litre,- litre,2,oui,non,oui,non,oui,oui,non,non,non,non,non,oui,non,oui,non,manuelle,"Radio, USB",non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV,non,non,non,non,non,non,non,non,non,oui,non,non,non,non,non,non,Tissu,Rigide,non
674,PORSCHE,911,1.420.000 DH *   * Prix public,3.0 Bi-Turbo 385,Essence,6 cylindres à plat,2.981 cm³,17 cv,385 ch,450 Nm,Automatique 8 rapports à double embrayage,,"18,5 l/100 km","8,8 l/100 km","10,2 l/100 km",245 g/km,292 km/h,"4,8 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
675,PORSCHE,911,1.590.000 DH *   * Prix public,3.0 Bi-Turbo 385,Essence,6 cylindres à plat,2.981 cm³,17 cv,385 ch,450 Nm,Automatique 8 rapports à double embrayage,,"18,5 l/100 km","8,8 l/100 km","10,2 l/100 km",245 g/km,292 km/h,"4,8 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
676,PORSCHE,911,1.600.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,17 cv,450 ch,530 Nm,Automatique 8 rapports à double embrayage,,"17,8 l/100 km","8,8 l/100 km","10,0 l/100 km",238 g/km,308 km/h,"3,7 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
677,PORSCHE,911,1.780.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,17 cv,450 ch,530 Nm,Automatique 8 rapports à double embrayage,,"17,8 l/100 km","8,8 l/100 km","10,0 l/100 km",238 g/km,308 km/h,"3,7 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
678,PORSCHE,911,1.700.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,19 cv,450 ch,530 Nm,Automatique 8 rapports à double embrayage,,"18,2 l/100 km","8,8 l/100 km","10,3 l/100 km",239 g/km,306 km/h,"3,6 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
679,PORSCHE,911,1.860.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,19 cv,450 ch,530 Nm,Automatique 8 rapports à double embrayage,,"18,2 l/100 km","8,8 l/100 km","10,3 l/100 km",239 g/km,306 km/h,"3,6 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
680,PORSCHE,911,1.820.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,21 cv,480 ch,570 Nm,Automatique 8 rapports à double embrayage,,"18,1 l/100 km","9,2 l/100 km","10,4 l/100 km",238 g/km,308 km/h,"3,4 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
681,PORSCHE,911,1.990.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,21 cv,480 ch,570 Nm,Automatique 8 rapports à double embrayage,,"18,1 l/100 km","9,2 l/100 km","10,4 l/100 km",238 g/km,308 km/h,"3,4 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
682,PORSCHE,911,2.080.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,21 cv,480 ch,570 Nm,Automatique 8 rapports à double embrayage,,"18,1 l/100 km","9,2 l/100 km","10,4 l/100 km",238 g/km,308 km/h,"3,4 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
683,PORSCHE,911,1.690.000 DH *   * Prix public,3.0 Bi-Turbo 385,Essence,6 cylindres à plat,2.981 cm³,17 cv,385 ch,450 Nm,Automatique 8 rapports à double embrayage,,"18,5 l/100 km","8,8 l/100 km","10,2 l/100 km",238 g/km,292 km/h,"4,8 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
684,PORSCHE,911,1.870.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,19 cv,450 ch,530 Nm,Automatique 8 rapports à double embrayage,,"18,3 l/100 km","9,0 l/100 km","10,5 l/100 km",243 g/km,304 km/h,"3,8 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
685,PORSCHE,911,2.080.000 DH *   * Prix public,3.0 Bi-Turbo 450,Essence,6 cylindres à plat,2.981 cm³,21 cv,480 ch,570 Nm,Automatique 8 rapports à double embrayage,,"18,1 l/100 km","9,2 l/100 km","10,4 l/100 km",238 g/km,308 km/h,"3,4 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
686,PORSCHE,911,2.420.000 DH *   * Prix public,3.8 Bi-Turbo 580,Essence,6 cylindres à plat,3.745 cm³,29 cv,580 ch,750 Nm,Automatique 8 rapports à double embrayage,,"20,2 l/100 km","10,0 l/100 km","11,7 l/100 km",271 g/km,320 km/h,"3,1 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
687,PORSCHE,911,2.590.000 DH *   * Prix public,3.8 Bi-Turbo 580,Essence,6 cylindres à plat,3.745 cm³,29 cv,580 ch,750 Nm,Automatique 8 rapports à double embrayage,,"20,2 l/100 km","10,0 l/100 km","11,7 l/100 km",271 g/km,320 km/h,"3,1 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
688,PORSCHE,911,2.800.000 DH *   * Prix public,3.8 Bi-Turbo 650,Essence,6 cylindres à plat,3.745 cm³,29 cv,650 ch,800 Nm,Automatique 8 rapports à double embrayage,,"20,7 l/100 km","10,2 l/100 km","11,9 l/100 km",271 g/km,330 km/h,"2,7 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
689,PORSCHE,911,2.970.000 DH *   * Prix public,3.8 Bi-Turbo 650,Essence,6 cylindres à plat,3.745 cm³,29 cv,650 ch,800 Nm,Automatique 8 rapports à double embrayage,,"20,7 l/100 km","10,2 l/100 km","11,9 l/100 km",271 g/km,330 km/h,"2,7 sec.",Coupé / Sportive,Coupé sportif,4,1.560 kg,450 cm,181 cm,129 cm,245 cm,68 litre,285 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,oui,non,non,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,non,non,Alcantara,Rigide,non
690,PORSCHE,Panamera,1.530.000 DH *   * Prix public,3.0 Bi-Turbo 462,Hybride,6 cylindres en V,2.894 cm³,17 cv,462 ch,700 Nm,Automatique 8 rapports à double embrayage,,- l/100 km,- l/100 km,"2,0 l/100 km",45 g/km,280 km/h,"4,4 sec.",Luxe / Prestige,Limousine,4,1.925 kg,505 cm,194 cm,142 cm,295 cm,75 litre,500 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, SD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,non,non,oui,oui,19 pouces,oui,oui,non,oui,Cuir,Rigide,non
691,PORSCHE,Panamera,1.740.000 DH *   * Prix public,3.0 Bi-Turbo 536,Hybride,6 cylindres en V,2.894 cm³,21 cv,536 ch,750 Nm,Automatique 8 rapports à double embrayage,,- l/100 km,- l/100 km,"2,2 l/100 km",45 g/km,298 km/h,"3,7 sec.",Luxe / Prestige,Limousine,4,1.925 kg,505 cm,194 cm,142 cm,295 cm,75 litre,500 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, SD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,non,non,oui,oui,20 pouces,oui,oui,non,oui,Cuir,Rigide,non
692,PORSCHE,Panamera,2.470.000 DH *   * Prix public,4.0 Bi-Turbo 700,Hybride,8 cylindres,2.894 cm³,37 cv,700 ch,750 Nm,Automatique 8 rapports à double embrayage,,- l/100 km,- l/100 km,"2,7 l/100 km",61 g/km,315 km/h,"3,2 sec.",Luxe / Prestige,Limousine,4,1.925 kg,505 cm,194 cm,142 cm,295 cm,75 litre,500 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, SD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,non,non,oui,oui,21 pouces,oui,oui,non,oui,Cuir,Rigide,non
693,PORSCHE,Macan,650.000 DH *   * Prix public,2.0 Bi-Turbo 265,Essence,4 cylindres en ligne,1.984 cm³,17 cv,265 ch,400 Nm,Automatique 8 rapports à double embrayage,,"13,8 l/100 km","8,8 l/100 km","9,8 l/100 km",228 g/km,232 km/h,"6,4 sec.",4x4 / SUV / Crossover,SUV compact,5,1.880 kg,470 cm,192 cm,162 cm,281 cm,60 litre,500 litre,10,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,19 pouces,oui,oui,non,oui,Cuir,Rigide,non
694,PORSCHE,Macan,760.000 DH *   * Prix public,3.0 Bi-Turbo 380,Essence,6 cylindres en V,2.894 cm³,23 cv,380 ch,520 Nm,Automatique 8 rapports à double embrayage,,"15,2 l/100 km","9,5 l/100 km","10,6 l/100 km",251 g/km,259 km/h,"4,8 sec.",4x4 / SUV / Crossover,SUV compact,5,1.880 kg,470 cm,192 cm,162 cm,281 cm,60 litre,500 litre,10,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,non,oui,Cuir,Rigide,non
695,PORSCHE,Macan,950.000 DH *   * Prix public,3.0 Bi-Turbo 440,Essence,6 cylindres en V,2.997 cm³,27 cv,440 ch,500 Nm,Automatique 8 rapports à double embrayage,,"15,3 l/100 km","9,8 l/100 km","10,7 l/100 km",255 g/km,272 km/h,"4,5 sec.",4x4 / SUV / Crossover,SUV compact,5,1.880 kg,470 cm,192 cm,162 cm,281 cm,60 litre,500 litre,10,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,non,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,21 pouces,oui,oui,non,oui,Cuir,Rigide,non
696,PORSCHE,Cayenne,961.000 DH *   * Prix public,3.0 Bi-Turbo 462,Hybride,6 cylindres en V,2.995 cm³,21 cv,462 ch,700 Nm,Automatique TipTronic à 8 rapports,oui,- l/100 km,- l/100 km,"2,5 l/100 km",21 g/km,253 km/h,"4,7 sec.",4x4 / SUV / Crossover,SUV,5,2.175 kg,493 cm,198 cm,167 cm,290 cm,90 litre,745 litre,10,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,oui,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,non,oui,Cuir / Alcantra,Panoramique,oui
697,PORSCHE,Cayenne,1.370.000 DH *   * Prix public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PORSCHE,Cayenne,2.350.000 DH *   * Prix public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PORSCHE,Cayenne,2.460.000 DH *   * Prix public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PORSCHE,Cayenne Coupé,1.260.000 DH *   * Prix public,3.0 Bi-Turbo 462,Hybride,6 cylindres en V,2.995 cm³,21 cv,462 ch,700 Nm,Automatique TipTronic à 8 rapports,oui,- l/100 km,- l/100 km,"2,5 l/100 km",21 g/km,253 km/h,"4,7 sec.",4x4 / SUV / Crossover,SUV Coupé,5,2.175 kg,494 cm,200 cm,166 cm,290 cm,90 litre,625 litre,10,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,oui,oui,oui,auto. Bi-zone,"Radio CD, MP3, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,non,oui,Cuir / Alcantra,Panoramique,oui
701,PORSCHE,Cayenne Coupé,1.578.000 DH *   * Prix public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PORSCHE,Cayenne Coupé,2.620.000 DH *   * Prix public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PORSCHE,Taycan,1.230.000 DH *   * Prix public,Motorisation 240 kW,Electrique,,,17 cv,326 ch,345 Nm,Automatique TipTronic à 8 rapports,oui,,,- Kw/100 km,- g/km,230 km/h,"5,4 sec.",Luxe / Prestige,Berline sportive,4,2.305 kg,496 cm,197 cm,138 cm,290 cm,,366 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
704,PORSCHE,Taycan,1.470.000 DH *   * Prix public,Motorisation 320 kW,Electrique,,,21 cv,435 ch,640 Nm,Automatique TipTronic à 8 rapports,oui,,,- Kw/100 km,- g/km,250 km/h,"4,0 sec.",Luxe / Prestige,Berline sportive,4,2.305 kg,496 cm,197 cm,138 cm,290 cm,,366 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
705,PORSCHE,Taycan,2.030.000 DH *   * Prix public,Motorisation 460 kW,Electrique,,,29 cv,625 ch,850 Nm,Automatique TipTronic à 8 rapports,oui,,,- Kw/100 km,- g/km,260 km/h,"3,2 sec.",Luxe / Prestige,Berline sportive,4,2.305 kg,496 cm,197 cm,138 cm,290 cm,,366 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
706,PORSCHE,Taycan,2.450.000 DH *   * Prix public,Motorisation 460 kW,Electrique,,,29 cv,625 ch,850 Nm,Automatique TipTronic à 8 rapports,oui,,,- Kw/100 km,- g/km,260 km/h,"2,8 sec.",Luxe / Prestige,Berline sportive,4,2.305 kg,496 cm,197 cm,138 cm,290 cm,,366 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,21 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
707,PORSCHE,Taycan Cross Turismo,1.360.000 DH *   * Prix public,Motorisation 240 kW,Electrique,,,17 cv,326 ch,345 Nm,Automatique TipTronic à 8 rapports,oui,,,- Kw/100 km,- g/km,230 km/h,"5,4 sec.",Luxe / Prestige,Grand Touring,4,2.320 kg,497 cm,197 cm,141 cm,290 cm,,405 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
708,PORSCHE,Taycan Cross Turismo,1.530.000 DH *   * Prix public,Motorisation 320 kW,Electrique,,,21 cv,435 ch,640 Nm,Automatique TipTronic à 8 rapports,oui,,,- Kw/100 km,- g/km,250 km/h,"4,0 sec.",Luxe / Prestige,Grand Touring,4,2.320 kg,497 cm,197 cm,141 cm,290 cm,,405 litre,10,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Rigide,oui
